Carlos Vives-13,776,106-33,150-375-15,105,637
Quavo-13,744,042-19,935-347-17,155,421
Ella Henderson-13,720,746-39,969-364-17,142,204
Diljit Dosanjh-13,720,096-10,575-535-13,720,096
Shakin' Stevens-13,716,716-540,320-555-13,716,716
Foreigner-13,703,967--65,944-506-14,183,558
Mambo Kingz-13,689,091-25,656-298-19,318,210
Bring Me The Horizon-13,679,582-12,892-475-14,321,194
Weezer-13,679,471--3,294-440-15,286,346
SYML-13,676,116-33,815-464-13,676,116
Disclosure-13,656,712--11,401-433-15,496,017
NATTI NATASHA-13,654,336-4,203-331-17,498,549
Ashe-13,653,519-41,766-516-14,091,983
Kehlani-13,628,015-12,067-413-14,545,020
Maren Morris-13,622,755-29,371-432-14,821,271
LUDMILLA-13,587,339--2,663-407-16,391,761
Doechii-13,571,087--47,637-334-18,255,625
Leona Lewis-13,556,775-306,274-568-13,556,775
Key Glock-13,547,719-18,555-547-13,547,719
Foster The People-13,542,325-3,312-505-14,246,748
Noah Cyrus-13,542,062-17,626-471-13,719,050
Fred again..-13,542,026-35,410-449-14,508,496
The 1975-13,507,053-24,360-341-16,303,938
Muse-13,477,668-6,845-480-13,793,019
Idina Menzel-13,462,072-282,997-575-13,462,072
Limp Bizkit-13,448,633-5,191-514-13,766,938
DENNIS-13,435,642-112,852-432-15,645,823
Sean Kingston-13,408,056-18,231-527-13,555,427
Alejandro Fernández-13,400,880-7,332-404-16,078,925
Rosa Linn-13,392,758--245-213-22,368,082
Jeremih-13,374,125-12,558-536-13,374,125
King-13,363,427-11,673-392-16,307,386
Alejandro Sanz-13,356,998-10,747-432-14,395,340
FMK-13,342,516-60,552-356-17,577,323
Bellakath-13,331,657-52,269-585-13,331,657
Jax Jones-13,329,392--10,613-354-17,202,952
WILLOW-13,325,377--17,571-360-15,561,760
Machine Gun Kelly-13,308,547-12,828-409-14,429,847
Brytiago-13,263,723--20,975-556-13,359,249
Darlene Love-13,263,329-530,205-590-13,263,329
Chief Keef-13,263,097-36,030-436-15,873,183
Hariharan-13,257,957--14,010-538-13,614,404
Beach House-13,225,949-60,768-546-13,225,949
Rex Orange County-13,211,669-10,456-336-16,098,724
Gusttavo Lima-13,208,105-2,415-544-13,373,817
Evanescence-13,202,827--10,727-498-14,511,476
Gym Class Heroes-13,199,195--15,582-441-15,788,223
Benny Dayal-13,178,297--35,183-522-13,876,194
Mike Posner-13,151,427--26,061-464-14,745,638
Shubh-13,122,217--14,828-551-13,245,528
NIKI-13,097,619-64,522-600-13,097,619
New West-13,082,864-65,263-421-15,372,580
John Williams-13,049,894-270,346-603-13,049,894
The Fontane Sisters-13,033,783-523,908-604-13,033,783
Busta Rhymes-13,023,044-43,867-599-13,023,044
Arcane-13,003,104-14,388-347-16,018,371
KISS-12,978,984--19,096-475-13,671,399
Luan Pereira-12,965,965-106,714-569-12,965,965
AURORA-12,952,526-16,945-473-13,167,918
MGMT-12,949,625-8,357-538-13,081,814
Henrique & Juliano-12,877,706-24,353-590-12,877,706
Parampara Tandon-12,875,909--11,619-433-15,379,200
Morad-12,839,011-76,226-608-12,839,011
Milky Chance-12,818,011-7,199-417-15,853,645
Madison Beer-12,805,636-1,623-458-15,062,166
Scorpions-12,799,622--14,340-514-13,334,338
Coolio-12,799,515--9,690-469-13,884,382
X Ambassadors-12,798,938-10,699-398-14,934,403
Pearl Jam-12,791,220--9,010-488-13,397,739
Tammi Terrell-12,780,597-18,927-545-13,370,874
Bradley Cooper-12,777,957-457-457-13,661,847
LE SSERAFIM-12,777,407-14,767-620-12,777,407
Santana-12,774,180-4,709-344-13,178,923
Chris Rea-12,764,737-483,717-624-12,764,737
The Strokes-12,748,515-35,914-534-12,989,467
24kGoldn-12,720,575--20,154-393-15,117,675
The Walters-12,701,702-163,912-543-12,701,702
Depeche Mode-12,701,124-10,591-418-14,555,707
Big One-12,698,670-49,704-398-16,419,449
Jaymes Young-12,651,832--73,963-530-13,123,344
Rahat Fateh Ali Khan-12,649,264--9,376-479-14,303,179
Sting-12,641,250-11,987-551-13,334,998
Ben E. King-12,638,557-109,345-633-12,638,557
Simone Mendes-12,629,054-21,849-629-12,629,054
Jatin-Lalit-12,615,892--40,297-588-12,818,983
AP Dhillon-12,609,947--38,569-394-16,784,298
Marília Mendonça-12,601,773-8,371-398-14,932,890
Salim–Sulaiman-12,572,151--1,888-582-12,879,078
Lata Mangeshkar-12,566,646--30,108-572-13,062,449
Dove Cameron-12,534,729-30,376-367-15,363,797
Lenny Kravitz-12,531,237--23,614-623-12,554,851
T-Pain-12,517,440-26,302-568-12,538,973
H.E.R.-12,493,589-45,243-503-12,500,641
Manan Bhardwaj-12,459,312-760,448-644-12,459,312
LIT killah-12,411,407-49,550-383-16,770,036
Zendaya-12,409,822--20,042-496-14,154,770
Tones And I-12,394,140--21,947-416-14,965,603
Ms. Lauryn Hill-12,388,967--10,556-541-13,361,370
Lizzy McAlpine-12,370,570-28,210-293-18,459,665
Rod Stewart-12,368,096-72,651-631-12,368,096
Ayra Starr-12,324,905--58,920-515-13,999,743
Dermot Kennedy-12,302,514-9,744-405-14,690,713
Silk Sonic-12,301,954-15,139-373-15,167,191
Shekhar Ravjiani-12,224,484--1,865-392-15,805,465
Saiko-12,210,745--16,021-418-16,442,141
Jhené Aiko-12,191,228-8,009-593-12,191,228
Chayanne-12,167,669-12,239-617-12,175,911
Loreen-12,157,307--20,243-329-18,358,956
S. P. Balasubrahmanyam-12,152,405--37,572-594-12,702,426
Bomba Estéreo-12,139,951-23,485-290-18,055,394
Alfredo Olivas-12,136,575-15,485-641-12,136,575
Blondie-12,131,885--24,295-552-13,208,088
Tony Bennett-12,130,318-342,292-663-12,130,318
Fergie-12,123,770--24,160-562-12,639,307
Guilherme & Benuto-12,109,053-13,837-656-12,109,053
Anu Malik-12,103,271--25,518-608-12,434,218
Slipknot-12,075,795-4,556-543-12,652,937
Cults-12,054,691-34,740-463-13,266,271
Van Morrison-12,035,677--18,166-536-13,440,284
Amit Trivedi-12,017,921--13,352-384-14,989,573
Diddy-12,000,965--55,344-398-16,823,499
Cosculluela-11,973,723-25,237-589-12,767,258
Taio Cruz-11,956,975--25,947-520-13,246,597
Jorja Smith-11,956,798--6,436-469-14,672,140
Bazzi-11,956,344-51,972-428-14,609,192
Zé Neto & Cristiano-11,944,085-16,781-628-12,190,175
Johnny Cash-11,939,773-44,217-592-11,955,065
Aretha Franklin-11,934,194-15,154-546-13,183,598
Jack Johnson-11,882,686--164-538-12,705,571
Eurythmics-11,878,427--5,215-581-12,919,966
Pablo Alborán-11,873,072-16,325-519-13,266,658
MC PH-11,853,557-32,296-681-11,853,557
Kordhell-11,818,134-4,128-408-14,497,317
Los Tucanes De Tijuana-11,811,886-16,023-484-14,566,004
Dulquer Salmaan-11,788,206--49,386-387-17,088,524
Spice Girls-11,775,135-3,945-591-12,466,014
Gotye-11,749,716--20,362-623-12,186,702
Matheus & Kauan-11,748,808-15,135-605-12,069,790
Nio Garcia-11,708,436--4,191-484-13,791,945
Van Halen-11,706,034--7,792-485-14,349,969
Brett Eldredge-11,695,020-398,560-691-11,695,020
Sukhwinder Singh-11,689,265--3,418-600-12,655,595
Otis Redding-11,684,624-97,947-693-11,684,624
Luísa Sonza-11,664,689-3,908-456-15,224,327
Aitana-11,650,908-5,516-411-15,094,220
Eric Clapton-11,650,509--8,630-550-12,508,878
iann dior-11,611,582--18,078-438-14,436,905
Richy Mitch & The Coal Miners-11,598,246-90,761-688-11,598,246
James Bay-11,583,883--17,752-571-11,982,757
Kungs-11,553,830--43,346-401-16,442,885
Payal Dev-11,544,946--542-576-12,948,135
Calibre 50-11,544,405-8,291-488-12,843,859
Sky Rompiendo-11,529,917-42,605-403-16,344,563
Rita Ora-11,519,840--38,165-350-15,748,850
Thundercat-11,517,623-22,904-447-14,506,297
Logic-11,502,963-21,702-431-13,970,820
Soulja Boy-11,488,680--1,839-662-11,784,355
Galantis-11,480,616--7,042-338-16,168,291
K. S. Chithra-11,468,757--21,196-639-11,975,569
Sam Feldt-11,452,516-9,988-435-15,313,300
3 Doors Down-11,449,660--16,594-681-11,476,331
Lin-Manuel Miranda-11,443,619--20,330-532-12,025,330
Blessd-11,434,259--31,461-428-15,491,077
Sid Sriram-11,431,536--13,362-596-12,482,616
Mc IG-11,417,580-16,899-714-11,417,580
Selena Gomez & The Scene-11,413,068--32,592-525-12,580,166
Mari Fernandez-11,407,863-16,675-515-12,592,523
M83-11,385,785-11,020-592-12,742,921
Libianca-11,372,345-8,876-254-21,800,126
Seafret-11,367,545-21,714-480-12,965,413
Electric Light Orchestra-11,364,568--5,680-522-13,492,386
La Oreja de Van Gogh-11,361,538-57,802-713-11,361,538
$uicideboy$-11,354,708--1,454-603-11,401,410
Mc Davi-11,353,188-15,119-721-11,353,188
Ñejo-11,333,874--76,626-634-12,006,529
James Blunt-11,330,566--8,191-553-12,564,967
El Fantasma-11,313,343-2,912-702-11,313,343
Normani-11,309,415-21,095-521-12,179,161
A$AP Ferg-11,279,878-9,790-585-12,133,735
Papa Roach-11,278,317--21,778-624-11,537,142
Jowell & Randy-11,275,799--9,976-516-12,918,152
Dalex-11,272,756--1,668-355-15,759,825
Disturbed-11,272,366-9,752-680-11,272,366
The Pussycat Dolls-11,246,282--13,388-619-11,619,167
Gera MX-11,240,282--27,615-706-11,401,409
Florida Georgia Line-11,232,351-68,831-505-13,886,025
Mary J. Blige-11,223,730-317-696-11,223,730
Rusherking-11,212,424-56,509-426-15,596,238
La Adictiva-11,205,422-24,568-647-11,239,076
Purple Disco Machine-11,188,216--22,227-451-14,934,992
Camila-11,177,953-32,404-738-11,177,953
Simon & Garfunkel-11,169,553--12,342-575-12,013,714
Santa Fe Klan-11,150,219-23,931-576-12,886,402
Felipe Amorim-11,146,643--9,752-628-12,110,443
Sade-11,137,912--1,460-570-12,799,239
Yuvan Shankar Raja-11,130,227--19,117-663-11,685,127
Los Enanitos Verdes-11,128,492-25,347-653-11,625,524
Ofenbach-11,119,446-73,440-605-12,268,743
Kumar Sanu-11,099,154--28,908-701-11,235,120
YG-11,097,997-15,437-530-12,471,725
Tracy Chapman-11,093,569--4,789-590-12,741,395
Stromae-11,093,472-24,275-617-11,758,771
Ángela Aguilar-11,091,609-7,032-619-11,303,211
Ke Personajes-11,082,125-16,509-636-11,789,284
Julión Álvarez y su Norteño Banda-11,070,082-65,038-638-11,070,082
Devi Sri Prasad-11,048,843--37,112-594-12,101,218
Kane Brown-11,047,856-36,082-514-13,741,481
Marc Anthony-11,041,013-8,190-419-14,118,563
Rammstein-11,036,000-13,804-636-11,805,127
Band Aid-11,022,234-449,405-760-11,022,234
Leon Bridges-11,012,933-2,463-674-11,503,891
GIMS-10,990,927-14,918-746-10,990,927
Fetty Wap-10,989,769--48,791-710-11,300,968
Kimbra-10,960,478--15,435-677-11,472,609
Isabel LaRosa-10,952,128--8,346-649-11,822,397
Mau y Ricky-10,946,671--3,564-489-12,943,019
Tito Double P-10,941,764-81,180-767-10,941,764
Jeet Gannguli-10,938,726--210-718-11,054,356
Jasiel Nuñez-10,929,335-13,037-734-10,929,335
John Newman-10,920,308--4,151-612-12,154,111
YNW Melly-10,919,408-8,730-619-12,098,740
Carpenters-10,916,091-231,441-772-10,916,091
Tina Turner-10,914,119--3,589-308-19,164,105
Surf Curse-10,903,376--73,954-711-11,266,377
Blur-10,872,793-43,519-556-12,999,306
Bacilos-10,870,194-14,570-750-10,870,194
Ciara-10,866,692--40,886-639-11,780,496
Mc Daniel-10,860,715-30,611-695-11,317,821
Chance Peña-10,849,360-105,656-779-10,849,360
The Smashing Pumpkins-10,826,410--1,745-659-11,044,641
KALEO-10,825,440-109,141-613-12,235,228
Kany García-10,804,426-19,651-778-10,804,426
John Denver-10,789,113-94,439-783-10,789,113
The Doors-10,781,040--18,133-633-11,823,570
Carrie Underwood-10,734,550-40,630-663-11,522,881
Hans Zimmer-10,719,819-6,627-725-10,893,848
Phoebe Bridgers-10,718,600-21,707-785-10,718,600
Gustavo Mioto-10,715,630-26,091-616-12,149,819
Sadhana Sargam-10,706,357--12,589-742-10,806,841
MNEK-10,700,103--13,807-451-13,903,326
Joan Sebastian-10,697,061-4,684-657-11,341,831
Moneybagg Yo-10,663,158-6,584-543-13,361,761
Mumford & Sons-10,660,886-2,746-715-10,687,498
will.i.am-10,653,785--23,459-566-12,835,275
Karan Aujla-10,651,654--2,561-765-10,654,215
Tom Petty-10,650,384-199,433-698-11,242,147
The Mamas & The Papas-10,649,384--24,118-751-10,799,129
Mon Laferte-10,641,272-17,034-790-10,641,272
Billy Idol-10,637,532--4,014-628-11,900,592
The Clash-10,628,587-3,207-615-12,028,653
Hailee Steinfeld-10,614,548--19,039-440-14,217,074
Israel & Rodolffo-10,610,335-26,370-656-11,483,711
Jeremy Zucker-10,609,578-7,849-513-12,231,275
Tyler Childers-10,608,388-17,673-610-12,288,306
Birdy-10,602,056-3,919-662-10,791,626
Sidhu Moose Wala-10,596,503--6,740-637-11,847,588
Natalia Lafourcade-10,592,730-20,737-705-10,634,148
TLC-10,590,523-8,212-700-11,111,317
James Hype-10,584,534--3,008-460-13,541,656
Marco Antonio Solís-10,561,210--439-688-10,845,563
Prince-10,559,864-25,670-630-11,836,356
Jorge & Mateus-10,559,562-7,084-539-11,885,902
Lionel Richie-10,542,922--27,103-641-11,623,824
Luan Santana-10,512,477--16,378-649-11,720,565
Roxette-10,501,281--4,076-700-11,155,709
Fifth Harmony-10,483,551-15,167-675-10,816,999
Matheus Fernandes-10,461,420-6,205-751-10,822,981
Beach Weather-10,461,033-46,842-597-11,162,772
CKay-10,454,469--4,058-429-15,504,745
The Fray-10,437,728-2,999-775-10,541,687
Mae Stephens-10,427,278--11,294-611-12,373,169
America-10,401,682-3,974-778-10,634,005
WALK THE MOON-10,401,282--10,360-631-11,883,990
Montell Fish-10,378,648--4,646-810-10,383,685
Sajid-Wajid-10,352,896--7,542-817-10,366,330
Taiu-10,348,958-27,481-494-13,373,236
Lyanno-10,348,511-6,096-416-14,535,766
Gene Autry-10,348,393-422,049-828-10,348,393
Shaan-10,347,335--1,896-794-10,349,231
Wesley Safadão-10,340,771--31,064-630-11,215,568
Alex Favela-10,332,474-37,384-831-10,332,474
Flume-10,304,634--3,160-640-10,814,253
The Black Keys-10,290,797-2,904-784-10,505,169
Korn-10,287,548-8,390-733-10,504,909
Harris Jayaraj-10,287,106-5,459-804-10,298,927
Stray Kids-10,284,796-32,464-836-10,284,796
Grupo Menos É Mais-10,277,166-11,113-762-10,738,351
Juan Luis Guerra 4.40-10,275,159-2,660-700-10,964,025
Sasha Alex Sloan-10,256,006--6,613-463-14,497,829
Olivia Newton-John-10,243,333-33,712-708-11,031,469
KHEA-10,222,941-15,457-595-12,238,856
Dei V-10,219,810-46,878-842-10,219,810
(G)I-DLE-10,199,218--13,608-599-12,216,685
Men I Trust-10,198,428-19,822-844-10,198,428
Seeb-10,197,631--37,412-603-12,208,460
T.I.-10,189,975-11-587-11,230,035
Bob Dylan-10,189,864-23,001-718-10,391,094
AJR-10,185,620-808-576-11,478,322
Loud Luxury-10,167,102-2,597-593-12,238,932
John Martin-10,156,550--11,528-668-11,535,835
Survivor-10,151,869--2,939-723-10,572,103
Kate Bush-10,144,716--19,941-424-14,101,915
TOMORROW X TOGETHER-10,139,868--13,479-629-12,038,327
Avenged Sevenfold-10,111,258-7,655-815-10,225,072
Maiara & Maraisa-10,094,714--1,624-622-11,112,053
Luke Bryan-10,091,167--17,436-601-12,170,317
Thomas Rhett-10,082,527-6,733-666-11,239,778
Etta James-10,079,294-69,513-858-10,079,294
Yusuf / Cat Stevens-10,073,778--17,414-722-10,681,674
Danna Paola-10,062,547-24,589-531-12,298,665
Vacations-10,061,224-26,111-811-10,061,224
Norah Jones-10,059,444-75,704-823-10,059,444
Bob Sinclar-10,057,112-6,727-725-10,955,141
Karthik-10,054,207--8,870-796-10,352,643
Dhvani Bhanushali-10,045,456--24,981-643-11,726,344
Counting Crows-10,043,459--34,685-734-10,864,205
DNCE-10,038,720--7,065-591-11,981,312
FISHER-10,034,664-4,810-677-11,507,573
Bonnie Tyler-10,029,440--15,985-714-11,160,777
Sofía Reyes-10,029,356--61,640-607-12,276,010
Jelly Roll-10,029,038-1,698-852-10,029,038
Joaquin Medina-10,013,825-40,228-872-10,013,825
Chance the Rapper-10,007,502-1,426-623-10,952,938
MC GP-10,003,267-10,921-871-10,003,267
Hombres G-9,991,322-33,295-744-10,766,542
Soda Stereo-9,989,218-25,601-776-10,480,956
Gracie Abrams-9,986,538-112,608-877-9,986,538
Tulus-9,980,441-20,128-858-9,980,441
Trueno-9,977,437--2,820-650-11,843,661
Stormzy-9,973,727-28,273-690-10,986,282
Young Nudy-9,966,839-9,770-788-10,428,436
Noriel-9,962,226-8,656-850-9,962,226
Nas-9,953,246--5,484-547-13,392,042
Goodboys-9,949,295--2,180-508-12,349,197
Zion-9,940,719-2,417-660-11,549,405
ENHYPEN-9,935,029-8,662-861-9,935,029
James Blake-9,932,177-13,103-582-12,512,105
Wallows-9,929,346-54,462-856-9,929,346
Supertramp-9,923,175--21,348-782-10,497,160
TWICE-9,909,538-32,436-499-12,855,155
Gigi D'Agostino-9,901,533--5,224-773-10,406,240
Three Days Grace-9,895,716-12,469-716-10,307,314
L7NNON-9,887,509-17,237-583-11,295,456
João Gomes-9,858,428-15,532-890-9,858,428
Dj GBR-9,855,171-10,842-893-9,855,171
INXS-9,842,212--10,798-798-10,326,929
Guru Randhawa-9,832,154--18,988-715-10,872,244
SOG-9,825,154--3,078-673-11,504,536
Sufjan Stevens-9,823,672-30,880-841-9,972,432
Los Tigres Del Norte-9,814,999-11,868-781-10,109,410
Colbie Caillat-9,770,549--1,266-824-10,144,142
BENNETT-9,744,911--10,552-869-9,836,400
Zac Brown Band-9,741,361--28,465-654-11,574,609
Naeleck-9,736,824-97,006-904-9,736,824
FINNEAS-9,730,647-45,905-870-9,730,647
Deftones-9,718,899-22,122-901-9,718,899
M.I.A.-9,715,531--8,105-844-10,032,217
Irshad Kamil-9,712,016--21,469-903-9,745,761
Paul Russell-9,697,998-43,619-909-9,697,998
Jess Glynne-9,685,487--8,656-707-10,766,008
Mc Menor Do Alvorada-9,683,860--9,715-761-10,647,877
Sleepy Hallow-9,674,830--9,522-717-11,070,198
Lunay-9,666,445--8,638-651-10,669,807
INTERWORLD-9,652,263-2,929-711-10,809,092
Thaman S-9,643,769--32,535-663-10,807,700
aespa-9,642,021-50,521-916-9,642,021
Pixies-9,634,410-632-778-9,778,990
Gnarls Barkley-9,632,004-23,155-784-10,449,273
Ski Mask The Slump God-9,631,874-10,574-738-10,318,769
Snow Patrol-9,631,112--486-853-9,789,662
Wolfine-9,618,435--84,831-825-10,121,369
Tego Calderón-9,603,769-19,888-746-10,383,550
Jimmy Eat World-9,598,324-10,007-831-9,955,254
No Doubt-9,593,115--25,867-862-9,832,862
Ali Gatie-9,574,594-14,623-756-9,794,001
Rvfv-9,572,432-25,167-880-9,583,453
Mc Kadu-9,570,412-6,044-925-9,570,412
fun.-9,565,610-17,342-594-12,280,955
A7S-9,564,600--11,485-578-11,363,223
Nadin Amizah-9,553,925--9,159-848-9,910,210
Odetari-9,548,623-7,246-856-9,825,833
Juan Gabriel-9,537,865-2,836-777-10,502,827
Belanova-9,534,149-12,116-787-10,413,819
Dilsinho-9,530,997-11,961-906-9,530,997
Abhijeet-9,527,595--28,744-901-9,587,172
Laura Pausini-9,526,764-48,623-827-9,526,764
Aaron May-9,523,539-17,613-936-9,523,539
BØRNS-9,514,491-3,907-820-10,042,261
Sum 41-9,513,564-9,673-816-10,096,879
Keyshia Cole-9,513,212-8,428-928-9,513,212
Kodaline-9,507,727-7,784-836-9,555,870
BIA-9,505,133--30,822-672-11,587,632
Ray Charles-9,504,777-9,703-909-9,529,034
Rage Against The Machine-9,504,312--6,618-737-10,069,643
Yuridia-9,493,349-19,098-569-11,583,989
Bailey Zimmerman-9,492,559-17,647-739-10,901,342
DMX-9,482,147-7,896-615-10,919,370
King Von-9,480,848-15,416-857-9,777,031
MC Cabelinho-9,468,074-48,834-818-10,019,022
The Temptations-9,467,227-8,633-876-9,711,366
Takeoff-9,461,589-26,014-635-10,587,587
Ikky-9,457,403--12,793-880-9,644,960
R. D. Burman-9,449,661--19,215-863-9,770,123
Wizkid-9,445,421-18,685-523-13,758,308
Kavita Krishnamurthy-9,434,500--29,348-862-9,834,706
MARINA-9,430,843-4,642-694-10,311,140
Yahritza Y Su Esencia-9,425,310-79,089-424-15,778,618
Timmy Trumpet-9,416,299--4,479-648-10,941,916
Jordan Davis-9,409,912--3,570-689-11,241,855
Kenny Rogers-9,402,870-38,742-960-9,402,870
Haze-9,402,403-11,639-898-9,532,032
Iyaz-9,380,135-37,746-941-9,380,135
G. V. Prakash-9,377,518--13,675-818-9,870,379
Owl City-9,373,471--21,511-753-10,331,661
Blake Shelton-9,367,014-135,458-960-9,367,014
Fast & Furious: The Fast Saga-9,359,384--13,352-280-20,526,487
Thalia-9,351,129-24,782-699-9,975,578
Hugo & Guilherme-9,346,883-40,498-826-9,528,511
Ozzy Osbourne-9,314,074--4,100-805-9,686,203
Capital Cities-9,291,682--15,043-891-9,586,332
C. Tangana-9,286,771-25,493-700-10,662,242
Dimitri Vegas & Like Mike-9,281,272-82,318-652-11,669,908
Nicky Youre-9,280,753--22,625-362-16,422,807
Los Dos Carnales-9,275,678-15,159-956-9,275,678
Altamash Faridi-9,265,695-44,766-530-13,542,217
Rod Wave-9,262,947-16,696-826-10,144,129
Manoj Muntashir-9,252,935-216,575-977-9,252,935
Asha Bhosle-9,246,212--17,057-884-9,615,865
Siddharth - Garima-9,237,219-347,261-979-9,237,219
Mc Livinho-9,214,997--3,565-762-10,591,190
Dido-9,210,135-141,308-981-9,210,135
ScHoolboy Q-9,210,036-1,468-829-9,260,673
MAGIC!-9,203,425-10,224-793-10,339,521
Veigh-9,201,203-18,721-794-10,366,582
Regard-9,187,248--2,303-594-11,405,051
Eartha Kitt-9,186,251-327,812-986-9,186,251
YOASOBI-9,183,234-26,259-760-10,365,956
Jessie Murph-9,181,684-18,452-944-9,191,410
Carla Morrison-9,173,855-45,620-565-11,635,580
YOVNGCHIMI-9,160,263--11,355-586-12,923,482
Xavi-9,157,726-135,657-991-9,157,726
Kenny Loggins-9,139,435--16,401-718-10,573,523
MK-9,133,183--48,866-766-10,623,731
SAINt JHN-9,126,761--12,943-614-10,812,618
S3BZS-9,102,708--8,551-589-12,517,406
Tito "El Bambino"-9,096,036-2,882-953-9,137,558
Sigala-9,095,836--5,525-384-15,011,420
Eric Church-9,094,932--1,758-734-9,854,923
Patrick Watson-9,092,343-17,395-928-9,092,343
Los Dareyes De La Sierra-9,084,402-59,020-1000-9,084,402
Jon Pardi-9,078,497--761-849-9,868,772
Hoobastank-9,069,375--5,553-821-9,661,245
DJ Ws da Igrejinha-9,059,057-9,278-982-9,059,057
Rudimental-9,037,974--10,267-704-11,195,138
Joey Bada$$-9,027,313-19,754-772-9,716,641
Kansas-9,024,679--8,209-863-9,780,801
Rag'n'Bone Man-9,001,269--9,723-782-9,570,185
INNA-8,997,772--26,574-646-11,722,076
Rajat Nagpal-8,991,073-513-794-10,360,199
Vicente Fernández-8,985,975-11,817-802-10,192,747
Aminé-8,981,933-1,772-632-11,894,189
Jimi Hendrix-8,971,643--1,207-791-9,582,538
Thirty Seconds To Mars-8,960,250-15,560-874-9,718,710
Diego & Victor Hugo-8,944,143--5,569-955-9,146,023
Paloma Faith-8,941,352--7,819-579-11,429,573
Cody Johnson-8,931,730--28,346-983-9,027,628
Jere Klein-8,925,491-44,802-1017-8,925,491
Johann Sebastian Bach-8,920,273-32,317-942-8,920,273
Vince Guaraldi Trio-8,911,647-269,525-1019-8,911,647
Two Feet-8,892,093-4,165-856-9,076,475
Chicago-8,879,361-2-824-10,005,709
Roop Kumar Rathod-8,876,005--8,664-912-9,411,354
Roy Orbison-8,864,393-74,012-1023-8,864,393
Majid Jordan-8,862,197--5,094-934-9,308,099
Ajay-Atul-8,860,508-6,172-597-12,421,148
Rashmi Virag-8,857,536--43,426-880-9,565,749
LISA-8,823,258-12,018-534-13,364,607
NATTAN-8,821,070-7,530-884-9,438,256
Kailash Kher-8,820,226--24,384-874-9,748,809
Matt Sassari-8,816,430--7,917-809-10,151,818
Lykke Li-8,815,346--6,522-860-9,127,770
Jungle-8,804,634-8,211-934-9,238,294
keshi-8,802,401-26,511-504-13,668,403
Tony Aguirre-8,799,711-55,118-737-10,073,179
Polimá Westcoast-8,796,255--5,932-415-14,509,409
Jain-8,796,002--25,275-381-16,926,660
Davido-8,794,487-9,950-1003-8,834,438
Ghost-8,786,264--23,934-778-10,413,273
Beach Bunny-8,783,913-35,915-951-9,113,243
Mustard-8,776,661--2,566-648-10,797,192
Standly-8,775,302--1,320-438-13,833,044
bbno$-8,767,511--9,671-721-10,348,710
Cartel De Santa-8,765,590-14,248-376-15,547,760
Novo Amor-8,759,901-16,702-1002-8,829,572
Shaarib Toshi-8,758,257--10,733-963-8,923,040
Rascal Flatts-8,756,726--8,631-822-10,060,800
JP Saxe-8,755,379-56,095-898-8,755,379
Cazzu-8,749,492-7,992-679-10,701,834
Kool & The Gang-8,735,056--23,151-875-9,438,307
IVE-8,719,308-6,314-608-11,793,543
Manu Chao-8,719,210-16,882-650-11,659,241
Edgardo Nuñez-8,718,473-46,350-788-10,379,736
alt-J-8,707,916-35,058-843-9,522,225
FAST BOY-8,707,361-5,189-541-11,900,190
VIZE-8,705,422-29,262-916-9,126,611
Heart-8,704,422--11,245-717-10,760,608
LATIN MAFIA-8,694,967-17,947-1057-8,694,967
Kadu Martins-8,694,519--4,772-706-11,268,989
The Verve-8,692,485-1,601-967-8,926,326
Jessie Reyez-8,684,582-17,867-241-21,763,207
Migrantes-8,683,535-7,326-428-14,283,705
Kenia OS-8,679,169-146,129-660-10,654,452
Javed-Mohsin-8,674,113--24,958-782-10,392,053
ILLENIUM-8,670,308--15,307-570-12,528,350
Soft Cell-8,667,183--12,437-914-9,369,004
Palak Muchhal-8,660,719--23,807-913-9,038,384
Gerardo Ortiz-8,655,985-19,242-888-8,801,149
James Carter-8,645,943-13,833-582-11,924,918
Portugal. The Man-8,644,988--34,443-590-12,791,543
Mc Paiva ZS-8,640,975-32,161-897-8,640,975
Neeraj Shridhar-8,639,366--9,423-822-9,759,193
Mc Luki-8,638,142-6,257-1065-8,638,142
Pyotr Ilyich Tchaikovsky-8,627,695-159,937-1073-8,627,695
Fireboy DML-8,620,444-420-778-10,491,359
Mainstreet-8,620,014-72,497-970-8,620,014
TrapLaudo-8,619,619-9,152-1071-8,619,619
Mc Delux-8,616,885-189-1019-8,708,933
dazy-8,599,177--20,551-426-14,690,270
Gazo-8,590,876-10,816-982-8,937,151
Ricardo Arjona-8,589,533-897-838-9,021,148
Victoria Monét-8,581,873-18,834-1040-8,625,413
Mc Menor Thalis-8,579,601-8,421-1062-8,579,601
Duncan Laurence-8,573,632--19,084-847-9,233,454
Micro TDH-8,571,531-90,267-732-10,282,823
Duran Duran-8,552,490--7,926-932-9,229,502
Lauren Spencer Smith-8,551,813-26,800-904-9,427,721
Xamã-8,545,613-21,472-604-10,846,179
Of Monsters and Men-8,544,304--5,151-995-8,699,341
MC GH do 7-8,541,369-8,655-1084-8,541,369
Carlos Rivera-8,539,011-23,619-847-8,754,994
Donny Hathaway-8,537,776-346,234-1091-8,537,776
The Andrews Sisters-8,534,684-300,164-1092-8,534,684
Powfu-8,532,215-8,207-913-8,532,215
Tim McGraw-8,527,320-58-790-10,323,631
Nadhif Basalamah-8,526,571-38,627-1095-8,526,571
Pailita-8,526,324-18,251-585-11,280,046
